Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Date,Open,High,Low,Close,PriceDifference,RSI,MA,%K,%D,MACD,Signal Line,Upper Band,Lower Band
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,200414,2020-04-17,023651,NYME,1,23,1227791,240537,224589,205525,160086,115431,165360,200153,276537,50361,102308,109518,1163269,1188622,64522,39169,1227791,240537,224589,205525,160086,115431,165360,200153,276537,50361,102308,109518,1163269,1188622,64522,39169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22208.0,1045.0,-7623.0,-24114.0,9194.0,10281.0,4886.0,-1340.0,19783.0,2157.0,-13267.0,4174.0,18212.0,21202.0,3996.0,1006.0,100,19.6,18.3,16.7,13.0,9.4,13.5,16.3,22.5,4.1,8.3,8.9,94.7,96.8,5.3,3.2,100,19.6,18.3,16.7,13.0,9.4,13.5,16.3,22.5,4.1,8.3,8.9,94.7,96.8,5.3,3.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297,39.0,36.0,19.0,16.0,29.0,50.0,69.0,74.0,40.0,42.0,59.0,248,242.0,297.0,39.0,36.0,19.0,16.0,29.0,50.0,69.0,74.0,40.0,42.0,59.0,248.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,17.4,24.8,31.3,9.2,11.1,16.9,18.6,14.1,17.4,24.8,31.3,9.2,11.1,16.9,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2020-04-17,1.689,1.806,1.661,1.753,0.0,40.27181145071789,1.9241499999999998,37.343358395989924,20.08435246421514,-0.18388143767369391,-0.1349611269124172,2.4113721043295504,1.436927895670449
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,200407,2020-04-10,023651,NYME,1,23,1205583,239492,232212,229639,150892,105150,160474,201493,256754,48204,115575,105344,1145057,1167420,60526,38163,1205583,239492,232212,229639,150892,105150,160474,201493,256754,48204,115575,105344,1145057,1167420,60526,38163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19208.0,-28218.0,-28566.0,18174.0,6999.0,1364.0,21484.0,-7331.0,-12761.0,-6107.0,32736.0,-11794.0,-17858.0,-19353.0,-1350.0,145.0,100,19.9,19.3,19.0,12.5,8.7,13.3,16.7,21.3,4.0,9.6,8.7,95.0,96.8,5.0,3.2,100,19.9,19.3,19.0,12.5,8.7,13.3,16.7,21.3,4.0,9.6,8.7,95.0,96.8,5.0,3.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,41.0,37.0,20.0,17.0,28.0,48.0,68.0,69.0,34.0,42.0,55.0,242,231.0,289.0,41.0,37.0,20.0,17.0,28.0,48.0,68.0,69.0,34.0,42.0,55.0,242.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,17.7,26.5,32.1,10.4,10.9,17.8,18.5,15.5,17.7,26.5,32.1,10.4,10.9,17.8,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2020-04-13,1.752,1.813,1.698,1.724,1.0,38.915301983634556,1.9505499999999998,20.066889632107006,11.19850147310101,-0.19443437898031246,-0.14685577732599628,2.4556171555138926,1.445482844486107
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,200331,2020-04-03,023651,NYME,1,23,1224791,267710,260778,211465,143893,103786,138990,208824,269515,54311,82839,117138,1162915,1186773,61876,38018,1224791,267710,260778,211465,143893,103786,138990,208824,269515,54311,82839,117138,1162915,1186773,61876,38018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2942.0,4646.0,4799.0,-5680.0,5050.0,-4163.0,3663.0,-12713.0,4009.0,1500.0,6788.0,350.0,4325.0,4120.0,-1383.0,-1178.0,100,21.9,21.3,17.3,11.7,8.5,11.3,17.0,22.0,4.4,6.8,9.6,94.9,96.9,5.1,3.1,100,21.9,21.3,17.3,11.7,8.5,11.3,17.0,22.0,4.4,6.8,9.6,94.9,96.9,5.1,3.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,40.0,35.0,23.0,13.0,28.0,45.0,68.0,67.0,46.0,30.0,56.0,243,228.0,288.0,40.0,35.0,23.0,13.0,28.0,45.0,68.0,67.0,46.0,30.0,56.0,243.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,19.4,27.3,34.2,9.0,11.0,16.2,17.8,16.5,19.4,27.3,34.2,9.0,11.0,16.2,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2020-04-03,1.551,1.659,1.53,1.621,1.0,33.96942748765622,1.99985,2.8428093645484798,4.509538262398673,-0.20212290582650105,-0.15790920302609723,2.596069766970421,1.403630233029579
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,200324,2020-03-27,023651,NYME,1,23,1221849,263064,255979,217145,138843,107949,135327,221537,265506,52811,76051,116788,1158590,1182653,63259,39196,1221849,263064,255979,217145,138843,107949,135327,221537,265506,52811,76051,116788,1158590,1182653,63259,39196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-97982.0,18703.0,-1045.0,-11870.0,17567.0,-23614.0,564.0,-42817.0,-52537.0,-14195.0,14955.0,-9895.0,-92844.0,-97386.0,-5138.0,-596.0,100,21.5,21.0,17.8,11.4,8.8,11.1,18.1,21.7,4.3,6.2,9.6,94.8,96.8,5.2,3.2,100,21.5,21.0,17.8,11.4,8.8,11.1,18.1,21.7,4.3,6.2,9.6,94.8,96.8,5.2,3.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,42.0,37.0,22.0,13.0,28.0,46.0,65.0,65.0,40.0,40.0,55.0,243,227.0,289.0,42.0,37.0,22.0,13.0,28.0,46.0,65.0,65.0,40.0,40.0,55.0,243.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,20.1,28.0,34.8,9.7,12.2,16.4,18.4,17.3,20.1,28.0,34.8,9.7,12.2,16.4,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2020-03-27,1.699,1.71,1.648,1.671,1.0,35.25617688403872,2.0532,10.685805422647524,9.314623312925525,-0.19850901964361456,-0.16602916634960072,2.6958293357432743,1.4105706642567255
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,200317,2020-03-20,023651,NYME,1,23,1319831,244361,257024,229015,121276,131563,134763,264354,318043,67006,61096,126683,1251434,1280039,68397,39792,1319831,244361,257024,229015,121276,131563,134763,264354,318043,67006,61096,126683,1251434,1280039,68397,39792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-115500.0,-2642.0,96.0,-55070.0,27438.0,-2804.0,-10500.0,-121880.0,-27744.0,-8498.0,13575.0,-5387.0,-112645.0,-116706.0,-2855.0,1206.0,100,18.5,19.5,17.4,9.2,10.0,10.2,20.0,24.1,5.1,4.6,9.6,94.8,97.0,5.2,3.0,100,18.5,19.5,17.4,9.2,10.0,10.2,20.0,24.1,5.1,4.6,9.6,94.8,97.0,5.2,3.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,39.0,34.0,25.0,10.0,28.0,44.0,72.0,73.0,53.0,40.0,62.0,256,243.0,307.0,39.0,34.0,25.0,10.0,28.0,44.0,72.0,73.0,53.0,40.0,62.0,256.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,19.5,26.8,33.3,9.2,11.9,15.5,18.3,15.7,19.5,26.8,33.3,9.2,11.9,15.5,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2020-03-20,1.647,1.7,1.574,1.604,1.0,32.05365612555505,2.1091,0.0,5.752688172043015,-0.19609989190264132,-0.17204331146020885,2.804111972634437,1.4140880273655636
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,200310,2020-03-13,023651,NYME,1,23,1435331,247003,256928,284085,93838,134367,145263,386234,345787,75504,47521,132070,1364079,1396745,71252,38586,1435331,247003,256928,284085,93838,134367,145263,386234,345787,75504,47521,132070,1364079,1396745,71252,38586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8334.0,6683.0,5312.0,-14885.0,1079.0,14875.0,61.0,-49320.0,-666.0,-19285.0,11217.0,7055.0,-6162.0,-10448.0,-2172.0,2114.0,100,17.2,17.9,19.8,6.5,9.4,10.1,26.9,24.1,5.3,3.3,9.2,95.0,97.3,5.0,2.7,100,17.2,17.9,19.8,6.5,9.4,10.1,26.9,24.1,5.3,3.3,9.2,95.0,97.3,5.0,2.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,41.0,35.0,25.0,9.0,27.0,53.0,83.0,76.0,63.0,36.0,63.0,277,254.0,335.0,41.0,35.0,25.0,9.0,27.0,53.0,83.0,76.0,63.0,36.0,63.0,277.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,17.9,27.9,31.5,10.6,13.1,17.5,19.0,15.3,17.9,27.9,31.5,10.6,13.1,17.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2020-03-16,1.854,1.854,1.778,1.815,0.0,37.47428883869722,2.1646,17.258064516129032,5.752688172043015,-0.18335078861285115,-0.17430480689073732,2.867019997317507,1.4621800026824932
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,200303,2020-03-06,023651,NYME,1,23,1443665,240320,251616,298970,92759,119492,145202,435554,346453,94789,36304,125015,1370241,1407193,73424,36472,1443665,240320,251616,298970,92759,119492,145202,435554,346453,94789,36304,125015,1370241,1407193,73424,36472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37166.0,26686.0,23801.0,2801.0,-1337.0,4995.0,-18053.0,-37853.0,29781.0,-8192.0,9648.0,6132.0,44150.0,35167.0,-6984.0,1999.0,100,16.6,17.4,20.7,6.4,8.3,10.1,30.2,24.0,6.6,2.5,8.7,94.9,97.5,5.1,2.5,100,16.6,17.4,20.7,6.4,8.3,10.1,30.2,24.0,6.6,2.5,8.7,94.9,97.5,5.1,2.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342,42.0,37.0,25.0,11.0,28.0,48.0,86.0,75.0,66.0,37.0,61.0,277,260.0,342.0,42.0,37.0,25.0,11.0,28.0,48.0,86.0,75.0,66.0,37.0,61.0,277.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,19.1,27.8,32.3,11.3,13.8,18.6,20.3,15.8,19.1,27.8,32.3,11.3,13.8,18.6,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2020-03-06,1.767,1.767,1.705,1.708,0.0,32.06442542796533,2.1968,0.0,2.596410843833531,-0.18589501257951357,-0.1766228480284926,2.890733896442252,1.502866103557748
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,200225,2020-02-28,023651,NYME,1,23,1406499,213634,227815,296169,94096,114497,163255,473407,316672,102981,26656,118883,1326091,1372026,80408,34473,1406499,213634,227815,296169,94096,114497,163255,473407,316672,102981,26656,118883,1326091,1372026,80408,34473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41523.0,-5027.0,967.0,1048.0,-4413.0,-13773.0,-21995.0,-5676.0,-10064.0,129.0,-7949.0,3261.0,-46421.0,-37647.0,4898.0,-3876.0,100,15.2,16.2,21.1,6.7,8.1,11.6,33.7,22.5,7.3,1.9,8.5,94.3,97.5,5.7,2.5,100,15.2,16.2,21.1,6.7,8.1,11.6,33.7,22.5,7.3,1.9,8.5,94.3,97.5,5.7,2.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348,46.0,38.0,27.0,9.0,28.0,55.0,80.0,71.0,73.0,34.0,66.0,290,257.0,348.0,46.0,38.0,27.0,9.0,28.0,55.0,80.0,71.0,73.0,34.0,66.0,290.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,19.3,26.5,32.0,11.5,14.5,18.8,22.5,15.7,19.3,26.5,32.0,11.5,14.5,18.8,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2020-02-28,1.748,1.75,1.642,1.752,0.0,33.15995944232283,2.2274000000000003,0.0,2.596410843833531,-0.1755438946230794,-0.17640705734740997,2.883522709960769,1.5712772900392316
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,200218,2020-02-21,023651,NYME,1,23,1448022,218661,226848,295121,98509,128270,185250,479083,326736,102852,34605,115622,1372512,1409673,75510,38349,1448022,218661,226848,295121,98509,128270,185250,479083,326736,102852,34605,115622,1372512,1409673,75510,38349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28418.0,-6604.0,-2139.0,-6481.0,5865.0,-5241.0,21885.0,-15830.0,-15245.0,-12980.0,6846.0,-801.0,-25467.0,-26545.0,-2951.0,-1873.0,100,15.1,15.7,20.4,6.8,8.9,12.8,33.1,22.6,7.1,2.4,8.0,94.8,97.4,5.2,2.6,100,15.1,15.7,20.4,6.8,8.9,12.8,33.1,22.6,7.1,2.4,8.0,94.8,97.4,5.2,2.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353,50.0,38.0,24.0,11.0,28.0,61.0,78.0,73.0,70.0,39.0,69.0,297,261.0,353.0,50.0,38.0,24.0,11.0,28.0,61.0,78.0,73.0,70.0,39.0,69.0,297.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,17.9,27.1,30.3,11.3,14.6,18.6,22.9,16.5,17.9,27.1,30.3,11.3,14.6,18.6,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2020-02-21,1.915,1.925,1.861,1.905,0.0,37.27180613124241,2.2504999999999997,7.78923253150058,3.1941604922160955,-0.16425873832780402,-0.1739773935434888,2.8675153968905045,1.6334846031094947
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,200211,2020-02-14,023651,NYME,1,23,1476440,225265,228987,301602,92644,133511,163365,494913,341981,115832,27759,116423,1397979,1436218,78461,40222,1476440,225265,228987,301602,92644,133511,163365,494913,341981,115832,27759,116423,1397979,1436218,78461,40222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54393.0,-981.0,-11036.0,-10730.0,448.0,-27609.0,-25315.0,-10206.0,2390.0,16341.0,-1994.0,-10764.0,-56668.0,-58771.0,2275.0,4378.0,100,15.3,15.5,20.4,6.3,9.0,11.1,33.5,23.2,7.8,1.9,7.9,94.7,97.3,5.3,2.7,100,15.3,15.5,20.4,6.3,9.0,11.1,33.5,23.2,7.8,1.9,7.9,94.7,97.3,5.3,2.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349,48.0,36.0,26.0,11.0,28.0,56.0,87.0,69.0,74.0,28.0,62.0,290,251.0,349.0,48.0,36.0,26.0,11.0,28.0,56.0,87.0,69.0,74.0,28.0,62.0,290.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,19.1,27.8,32.3,11.8,13.8,18.7,21.8,17.4,19.1,27.8,32.3,11.8,13.8,18.7,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2020-02-14,1.828,1.854,1.795,1.837,0.0,33.88857030989236,2.27285,0.0,0.5977496483825689,-0.1630437390079753,-0.17179066263638612,2.869208166840903,1.6764918331590972
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,200204,2020-02-07,023651,NYME,1,23,1530833,226246,240023,312332,92196,161120,188680,505119,339591,99491,29753,127187,1454647,1494989,76186,35844,1530833,226246,240023,312332,92196,161120,188680,505119,339591,99491,29753,127187,1454647,1494989,76186,35844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65276.0,16408.0,20455.0,-8362.0,-51.0,18751.0,-4147.0,15667.0,19633.0,14717.0,-19924.0,9594.0,66594.0,64125.0,-1318.0,1151.0,100,14.8,15.7,20.4,6.0,10.5,12.3,33.0,22.2,6.5,1.9,8.3,95.0,97.7,5.0,2.3,100,14.8,15.7,20.4,6.0,10.5,12.3,33.0,22.2,6.5,1.9,8.3,95.0,97.7,5.0,2.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349,48.0,37.0,27.0,10.0,27.0,57.0,83.0,73.0,66.0,37.0,63.0,289,256.0,349.0,48.0,37.0,27.0,10.0,27.0,57.0,83.0,73.0,66.0,37.0,63.0,289.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,19.5,30.0,32.6,11.9,13.8,18.3,21.5,19.3,19.5,30.0,32.6,11.9,13.8,18.3,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2020-02-07,1.863,1.898,1.842,1.858,0.0,34.42094571603522,2.3011999999999997,1.7932489451476925,0.5977496483825689,-0.1521977763996416,-0.16787208538903722,2.863238620137676,1.7391613798623236
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,200128,2020-01-31,023651,NYME,1,23,1465557,209838,219568,320694,92247,142369,192827,489452,319958,84774,49677,117593,1388053,1430864,77504,34693,1465557,209838,219568,320694,92247,142369,192827,489452,319958,84774,49677,117593,1388053,1430864,77504,34693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50746.0,11591.0,6333.0,17686.0,5822.0,-19123.0,23072.0,22153.0,-50040.0,-18447.0,-5405.0,-7833.0,-43094.0,-48093.0,-7652.0,-2653.0,100,14.3,15.0,21.9,6.3,9.7,13.2,33.4,21.8,5.8,3.4,8.0,94.7,97.6,5.3,2.4,100,14.3,15.0,21.9,6.3,9.7,13.2,33.4,21.8,5.8,3.4,8.0,94.7,97.6,5.3,2.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339,49.0,37.0,26.0,10.0,26.0,57.0,75.0,71.0,62.0,40.0,59.0,285,244.0,339.0,49.0,37.0,26.0,10.0,26.0,57.0,75.0,71.0,62.0,40.0,59.0,285.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,19.1,28.4,32.1,12.5,14.1,19.4,22.2,17.4,19.1,28.4,32.1,12.5,14.1,19.4,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2020-01-31,1.832,1.856,1.812,1.841,0.0,33.637274501908365,2.335,0.0,4.736951571734001e-15,-0.13827878010464678,-0.16195342433215915,2.8652206094983383,1.8047793905016616
