Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Date,Open,High,Low,Close,PriceDifference,RSI,RSI_LONG,MA,%K,%D,MACD,Signal Line,BIG MACD,BIG Signal Line,Upper Band,Lower Band,EMA,Percent_PMPU_Long,Percent_PMPU_Short,Percent_MM_Long,Percent_MM_Short,Percent_MM_Spread,Percent_SWAP_Long,Percent_SWAP_Short,Percent_SWAP_Spread,Percent_OR_Long,Percent_OR_Short,Percent_OR_Spread
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240409,2024-04-12,023651,NYME,1,23,1550045,227457,317137,210395,17461,137591,228403,316950,427586,91777,131127,158540,1481749,1506392,68296,43653,1550045,227457,317137,210395,17461,137591,228403,316950,427586,91777,131127,158540,1481749,1506392,68296,43653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40026.0,9620.0,9067.0,7390.0,719.0,-28329.0,-20448.0,-15587.0,-1716.0,-3565.0,741.0,-3596.0,-40644.0,-38701.0,618.0,-1325.0,100,14.7,20.5,13.6,1.1,8.9,14.7,20.4,27.6,5.9,8.5,10.2,95.6,97.2,4.4,2.8,100,14.7,20.5,13.6,1.1,8.9,14.7,20.4,27.6,5.9,8.5,10.2,95.6,97.2,4.4,2.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356,41.0,41.0,25.0,13.0,31.0,62.0,82.0,98.0,69.0,43.0,73.0,310,285.0,356.0,41.0,41.0,25.0,13.0,31.0,62.0,82.0,98.0,69.0,43.0,73.0,310.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,23.3,25.9,34.6,9.2,13.1,15.1,17.9,14.1,23.3,25.9,34.6,9.2,13.1,15.1,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-04-12,1.767,1.785,1.731,1.77,0.0,37.46284710385089,38.6513559538822,1.7855714285714284,15.972222222222227,18.631056946274345,-0.028695811715665487,0.07109808918535461,-0.15841196946537917,0.01843350544116778,1.9106199905664305,1.6605228665764262,1.8107979002065782,0.1151685393258427,0.1151685393258427,0.17415730337078653,0.2303370786516854,0.2752808988764045,0.0702247191011236,0.03651685393258427,0.08707865168539326,0.19382022471910113,0.12078651685393259,0.2050561797752809
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240402,2024-04-05,023651,NYME,1,23,1590071,217837,308070,203005,16742,165920,248851,332537,429302,95342,130386,162136,1522393,1545093,67678,44978,1590071,217837,308070,203005,16742,165920,248851,332537,429302,95342,130386,162136,1522393,1545093,67678,44978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46328.0,10098.0,6253.0,1935.0,2109.0,13847.0,5033.0,2622.0,18702.0,-6585.0,-2717.0,2841.0,45871.0,43657.0,457.0,2671.0,100,13.7,19.4,12.8,1.1,10.4,15.7,20.9,27.0,6.0,8.2,10.2,95.7,97.2,4.3,2.8,100,13.7,19.4,12.8,1.1,10.4,15.7,20.9,27.0,6.0,8.2,10.2,95.7,97.2,4.3,2.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349,45.0,42.0,26.0,13.0,31.0,55.0,86.0,93.0,65.0,42.0,67.0,302,277.0,349.0,45.0,42.0,26.0,13.0,31.0,55.0,86.0,93.0,65.0,42.0,67.0,302.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,22.7,26.4,33.5,9.5,12.6,15.2,17.6,14.8,22.7,26.4,33.5,9.5,12.6,15.2,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-04-05,1.779,1.823,1.755,1.785,0.0,38.21529039151099,38.92751395722753,1.7754285714285716,17.391304347826082,19.993412384716745,-0.030193023293612287,0.049345006210107456,-0.1758717821886353,-0.009327302604893594,1.9168209669938359,1.6340361758633073,1.8243972002754378,0.12893982808022922,0.12034383954154727,0.15759312320916904,0.24641833810888253,0.2664756446991404,0.07449856733524356,0.03724928366762178,0.08882521489971347,0.18624641833810887,0.12034383954154727,0.19197707736389685
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240326,2024-03-29,023651,NYME,1,23,1543743,207739,301817,201070,14633,152073,243818,329915,410600,101927,133103,159295,1476522,1501436,67221,42307,1543743,207739,301817,201070,14633,152073,243818,329915,410600,101927,133103,159295,1476522,1501436,67221,42307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46760.0,-12365.0,-24719.0,8935.0,836.0,-1576.0,13694.0,11626.0,-26532.0,-18214.0,-2468.0,-6274.0,-42332.0,-49107.0,-4428.0,2347.0,100,13.5,19.6,13.0,0.9,9.9,15.8,21.4,26.6,6.6,8.6,10.3,95.6,97.3,4.4,2.7,100,13.5,19.6,13.0,0.9,9.9,15.8,21.4,26.6,6.6,8.6,10.3,95.6,97.3,4.4,2.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349,43.0,41.0,26.0,12.0,31.0,53.0,88.0,91.0,66.0,43.0,67.0,299,276.0,349.0,43.0,41.0,26.0,12.0,31.0,53.0,88.0,91.0,66.0,43.0,67.0,299.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,23.4,26.9,34.6,9.7,13.1,15.3,18.3,15.3,23.4,26.9,34.6,9.7,13.1,15.3,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-04-01,1.755,1.853,1.706,1.837,1.0,40.64078536736932,39.84390794017518,1.7502857142857142,22.5296442687747,15.711462450592897,-0.03412124640359915,0.031680647285632704,-0.1969455238376716,-0.0351611318475743,1.9385575542250937,1.5620138743463348,1.8375296003672503,0.12320916905444126,0.1174785100286533,0.1518624641833811,0.2521489971346705,0.2607449856733524,0.07449856733524356,0.034383954154727794,0.08882521489971347,0.18911174785100288,0.12320916905444126,0.19197707736389685
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240319,2024-03-22,023651,NYME,1,23,1590503,220104,326536,192135,13797,153649,230124,318289,437132,120141,135571,165569,1518854,1550543,71649,39960,1590503,220104,326536,192135,13797,153649,230124,318289,437132,120141,135571,165569,1518854,1550543,71649,39960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5149.0,-6423.0,-11965.0,-1391.0,2156.0,6543.0,-2095.0,-13139.0,-4230.0,657.0,13803.0,3964.0,-2975.0,-2868.0,-2174.0,-2281.0,100,13.8,20.5,12.1,0.9,9.7,14.5,20.0,27.5,7.6,8.5,10.4,95.5,97.5,4.5,2.5,100,13.8,20.5,12.1,0.9,9.7,14.5,20.0,27.5,7.6,8.5,10.4,95.5,97.5,4.5,2.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356,42.0,39.0,27.0,12.0,28.0,57.0,84.0,93.0,71.0,45.0,72.0,308,276.0,356.0,42.0,39.0,27.0,12.0,28.0,57.0,84.0,93.0,71.0,45.0,72.0,308.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,23.9,26.7,35.2,9.1,13.6,14.0,18.8,15.3,23.9,26.7,35.2,9.1,13.6,14.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-03-22,1.838,1.859,1.791,1.812,1.0,39.046553983714084,39.204989415843215,1.7517142857142858,20.059288537549413,14.657444005270102,-0.06788942589569857,0.010850513685298659,-0.23166799734225774,-0.06136893963817651,1.9431813038858046,1.560247267542767,1.8377061338230005,0.11797752808988764,0.10955056179775281,0.1601123595505618,0.23595505617977527,0.2612359550561798,0.07584269662921349,0.033707865168539325,0.07865168539325842,0.199438202247191,0.12640449438202248,0.20224719101123595
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240312,2024-03-15,023651,NYME,1,23,1595652,226527,338501,193526,11641,147106,232219,331428,441362,119484,121768,161605,1521829,1553411,73823,42241,1595652,226527,338501,193526,11641,147106,232219,331428,441362,119484,121768,161605,1521829,1553411,73823,42241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62335.0,9553.0,24916.0,-13238.0,-24.0,15167.0,-5340.0,-12729.0,32761.0,22619.0,2753.0,-1405.0,60117.0,61439.0,2218.0,896.0,100,14.2,21.2,12.1,0.7,9.2,14.6,20.8,27.7,7.5,7.6,10.1,95.4,97.4,4.6,2.6,100,14.2,21.2,12.1,0.7,9.2,14.6,20.8,27.7,7.5,7.6,10.1,95.4,97.4,4.6,2.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345,42.0,38.0,27.0,11.0,28.0,53.0,89.0,95.0,71.0,38.0,63.0,301,266.0,345.0,42.0,38.0,27.0,11.0,28.0,53.0,89.0,95.0,71.0,38.0,63.0,301.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,24.5,26.5,35.3,8.9,13.6,14.0,18.5,15.7,24.5,26.5,35.3,8.9,13.6,14.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-03-15,1.757,1.774,1.646,1.655,1.0,28.74531433624786,35.191000764841405,1.7898571428571428,4.545454545454549,14.222743400084198,-0.11864142924273002,-0.015992323263431026,-0.2673478085516816,-0.08808903838897558,2.104273912069251,1.4754403736450348,1.8462748450973339,0.12173913043478261,0.11014492753623188,0.1536231884057971,0.2579710144927536,0.2753623188405797,0.0782608695652174,0.03188405797101449,0.08115942028985507,0.20579710144927535,0.11014492753623188,0.1826086956521739
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240305,2024-03-08,023651,NYME,1,23,1533317,216974,313585,206764,11665,131939,237559,344157,408601,96865,119015,163010,1461712,1491972,71605,41345,1533317,216974,313585,206764,11665,131939,237559,344157,408601,96865,119015,163010,1461712,1491972,71605,41345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32435.0,-1016.0,16257.0,4113.0,547.0,7200.0,3091.0,-11759.0,16485.0,5005.0,7050.0,-3111.0,31767.0,32669.0,668.0,-234.0,100,14.2,20.5,13.5,0.8,8.6,15.5,22.4,26.6,6.3,7.8,10.6,95.3,97.3,4.7,2.7,100,14.2,20.5,13.5,0.8,8.6,15.5,22.4,26.6,6.3,7.8,10.6,95.3,97.3,4.7,2.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,40.0,37.0,26.0,10.0,26.0,55.0,82.0,89.0,70.0,40.0,63.0,291,258.0,337.0,40.0,37.0,26.0,10.0,26.0,55.0,82.0,89.0,70.0,40.0,63.0,291.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,24.9,27.9,35.6,9.8,13.5,15.4,19.1,16.5,24.9,27.9,35.6,9.8,13.5,15.4,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-03-08,1.796,1.837,1.755,1.805,0.0,33.362713378871206,37.38058265070414,1.864142857142857,19.36758893280632,14.86586526622765,-0.10976629508723756,-0.03529030759728577,-0.2698860999791086,-0.11110915461193417,2.26398187236663,1.4643038419190844,1.910033126796445,0.11869436201780416,0.10979228486646884,0.1632047477744807,0.2433234421364985,0.26409495548961426,0.0771513353115727,0.02967359050445104,0.0771513353115727,0.20771513353115728,0.11869436201780416,0.18694362017804153
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240227,2024-03-01,023651,NYME,1,23,1500882,217990,297328,202651,11118,124739,234468,355916,392116,91860,111965,166121,1429945,1459303,70937,41579,1500882,217990,297328,202651,11118,124739,234468,355916,392116,91860,111965,166121,1429945,1459303,70937,41579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91578.0,-15136.0,-9052.0,3290.0,555.0,-10565.0,-10664.0,-49945.0,-21465.0,-19342.0,7620.0,-6865.0,-80747.0,-89717.0,-10831.0,-1861.0,100,14.5,19.8,13.5,0.7,8.3,15.6,23.7,26.1,6.1,7.5,11.1,95.3,97.2,4.7,2.8,100,14.5,19.8,13.5,0.7,8.3,15.6,23.7,26.1,6.1,7.5,11.1,95.3,97.2,4.7,2.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343,41.0,37.0,28.0,11.0,31.0,53.0,88.0,89.0,69.0,42.0,66.0,298,266.0,343.0,41.0,37.0,28.0,11.0,31.0,53.0,88.0,89.0,69.0,42.0,66.0,298.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,23.8,28.3,35.1,10.1,12.1,15.5,17.7,16.7,23.8,28.3,35.1,10.1,12.1,15.5,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-03-01,1.852,1.888,1.81,1.835,0.0,34.30743040726985,37.817569634926585,1.9280000000000002,18.7551867219917,8.410002288625542,-0.14951050564351198,-0.05866059939365945,-0.29430111844008344,-0.133820731783131,2.4166703046702835,1.4393296953297168,1.9450441690619267,0.119533527696793,0.10787172011661808,0.15451895043731778,0.2565597667638484,0.2594752186588921,0.08163265306122448,0.03206997084548105,0.09037900874635568,0.20116618075801748,0.12244897959183673,0.1924198250728863
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240220,2024-02-23,023651,NYME,1,23,1592460,233126,306380,199361,10563,135304,245132,405861,413581,111202,104345,172986,1510692,1549020,81768,43440,1592460,233126,306380,199361,10563,135304,245132,405861,413581,111202,104345,172986,1510692,1549020,81768,43440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38397.0,14058.0,-4579.0,-925.0,1648.0,1878.0,12497.0,43061.0,-20719.0,9333.0,-3916.0,18990.0,35112.0,36363.0,3285.0,2034.0,100,14.6,19.2,12.5,0.7,8.5,15.4,25.5,26.0,7.0,6.6,10.9,94.9,97.3,5.1,2.7,100,14.6,19.2,12.5,0.7,8.5,15.4,25.5,26.0,7.0,6.6,10.9,94.9,97.3,5.1,2.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367,42.0,36.0,29.0,9.0,31.0,50.0,101.0,97.0,84.0,38.0,70.0,316,282.0,367.0,42.0,36.0,29.0,9.0,31.0,50.0,101.0,97.0,84.0,38.0,70.0,316.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,21.7,28.0,33.9,9.7,11.1,15.1,16.5,16.3,21.7,28.0,33.9,9.7,11.1,15.1,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-02-23,1.817,1.819,1.683,1.699,1.0,26.185633193540852,34.59918017062033,2.0397142857142856,6.474820143884898,2.1582733812949755,-0.2256582319124063,-0.0926728358796665,-0.3230145409730383,-0.1568455187110192,2.740622947653085,1.3388056237754864,1.9817255587492357,0.11444141689373297,0.09809264305177112,0.1362397820163488,0.27520435967302453,0.26430517711171664,0.07901907356948229,0.02452316076294278,0.08446866485013624,0.22888283378746593,0.10354223433242507,0.1907356948228883
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240213,2024-02-16,023651,NYME,1,23,1554063,219068,310959,200286,8915,133426,232635,362800,434300,101869,108261,153996,1475580,1512657,78483,41406,1554063,219068,310959,200286,8915,133426,232635,362800,434300,101869,108261,153996,1475580,1512657,78483,41406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21022.0,6907.0,-18229.0,-9411.0,-1069.0,16038.0,22636.0,56064.0,-20290.0,10848.0,-254.0,-9154.0,17574.0,23106.0,3448.0,-2084.0,100,14.1,20.0,12.9,0.6,8.6,15.0,23.3,27.9,6.6,7.0,9.9,94.9,97.3,5.1,2.7,100,14.1,20.0,12.9,0.6,8.6,15.0,23.3,27.9,6.6,7.0,9.9,94.9,97.3,5.1,2.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359,41.0,37.0,28.0,8.0,29.0,49.0,99.0,94.0,79.0,39.0,74.0,312,278.0,359.0,41.0,37.0,28.0,8.0,29.0,49.0,99.0,94.0,79.0,39.0,74.0,312.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,23.2,27.0,35.3,9.5,11.2,14.7,16.8,15.6,23.2,27.0,35.3,9.5,11.2,14.7,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-02-16,1.589,1.637,1.575,1.609,1.0,20.618770293000324,32.450805629996864,2.1714285714285713,0.0,9.473903143468002e-15,-0.2628327579919896,-0.1272024444048098,-0.3160430210048548,-0.17590647893509623,2.918545569979468,1.4243115728776743,2.0759674116656477,0.11420612813370473,0.10306406685236769,0.13649025069637882,0.2757660167130919,0.2618384401114206,0.07799442896935933,0.022284122562674095,0.0807799442896936,0.2200557103064067,0.10863509749303621,0.20612813370473537
NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE,240206,2024-02-09,023651,NYME,1,23,1533041,212161,329188,209697,9984,117388,209999,306736,454590,91021,108515,163150,1458006,1489551,75035,43490,1533041,212161,329188,209697,9984,117388,209999,306736,454590,91021,108515,163150,1458006,1489551,75035,43490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61234.0,2879.0,-3014.0,69.0,-470.0,9346.0,384.0,26600.0,16840.0,21097.0,5929.0,5288.0,55903.0,60519.0,5331.0,715.0,100,13.8,21.5,13.7,0.7,7.7,13.7,20.0,29.7,5.9,7.1,10.6,95.1,97.2,4.9,2.8,100,13.8,21.5,13.7,0.7,7.7,13.7,20.0,29.7,5.9,7.1,10.6,95.1,97.2,4.9,2.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342,42.0,37.0,28.0,10.0,29.0,47.0,98.0,94.0,69.0,37.0,64.0,299,265.0,342.0,42.0,37.0,28.0,10.0,29.0,47.0,98.0,94.0,69.0,37.0,64.0,299.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,26.1,27.6,37.4,9.5,12.4,14.6,17.3,16.3,26.1,27.6,37.4,9.5,12.4,14.6,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2024-02-09,1.885,1.885,1.817,1.847,0.0,24.870218419942105,35.298068113450384,2.274,0.0,9.473903143468002e-15,-0.21435390820688083,-0.1448360386654905,-0.2631786874559521,-0.18620668660646794,2.8346579468207236,1.7133420531792765,2.2316232155541966,0.12280701754385964,0.10818713450292397,0.13742690058479531,0.28654970760233917,0.27485380116959063,0.08187134502923976,0.029239766081871343,0.0847953216374269,0.20175438596491227,0.10818713450292397,0.1871345029239766
